panelistid,variable,group
12556300.0,abilities_open,Unassigned
12556384.0,abilities_open,Unassigned
12556676.0,abilities_open,Unassigned
12556705.0,abilities_open,Unassigned
12556936.0,abilities_open,Unassigned
12557213.0,abilities_open,Unassigned
12557270.0,abilities_open,Unassigned
12557395.0,abilities_open,Unassigned
12557509.0,abilities_open,Unassigned
12557657.0,abilities_open,Unassigned
12557815.0,abilities_open,Unassigned
12557905.0,abilities_open,Unassigned
12558048.0,abilities_open,Unassigned
12558285.0,abilities_open,Unassigned
12558367.0,abilities_open,Unassigned
12558371.0,abilities_open,Unassigned
12558373.0,abilities_open,Unassigned
12558383.0,abilities_open,Unassigned
12558415.0,abilities_open,Unassigned
12558441.0,abilities_open,Unassigned
12558710.0,abilities_open,Unassigned
12558730.0,abilities_open,Unassigned
12558786.0,abilities_open,Unassigned
12559252.0,abilities_open,Unassigned
12559552.0,abilities_open,Unassigned
12559712.0,abilities_open,Unassigned
12560127.0,abilities_open,Unassigned
12560130.0,abilities_open,Unassigned
12560167.0,abilities_open,Unassigned
12560188.0,abilities_open,Unassigned
12560206.0,abilities_open,Unassigned
12560241.0,abilities_open,Unassigned
12560333.0,abilities_open,Unassigned
12560383.0,abilities_open,Unassigned
12560401.0,abilities_open,Unassigned
12560528.0,abilities_open,Unassigned
12560880.0,abilities_open,Unassigned
12560881.0,abilities_open,Unassigned
12560994.0,abilities_open,Unassigned
12561120.0,abilities_open,Unassigned
12561188.0,abilities_open,Unassigned
12561485.0,abilities_open,Unassigned
12561754.0,abilities_open,Unassigned
12561781.0,abilities_open,Unassigned
12561887.0,abilities_open,Unassigned
12562212.0,abilities_open,Unassigned
12562445.0,abilities_open,Unassigned
12563489.0,abilities_open,Unassigned
12564180.0,abilities_open,Unassigned
12564661.0,abilities_open,Unassigned
12564820.0,abilities_open,Unassigned
12564872.0,abilities_open,Unassigned
12565098.0,abilities_open,Unassigned
12565232.0,abilities_open,Unassigned
12566405.0,abilities_open,Unassigned
12567237.0,abilities_open,Unassigned
12568366.0,abilities_open,Unassigned
12568373.0,abilities_open,Unassigned
12568520.0,abilities_open,Unassigned
12568852.0,abilities_open,Unassigned
12568897.0,abilities_open,Unassigned
12569139.0,abilities_open,Unassigned
12569172.0,abilities_open,Unassigned
12569307.0,abilities_open,Unassigned
12569810.0,abilities_open,Unassigned
12570098.0,abilities_open,Unassigned
12570424.0,abilities_open,Unassigned
12573391.0,abilities_open,Unassigned
12575712.0,abilities_open,Unassigned
12577636.0,abilities_open,Unassigned
12578720.0,abilities_open,Unassigned
12578724.0,abilities_open,Unassigned
12578755.0,abilities_open,Unassigned
12578757.0,abilities_open,Unassigned
12578771.0,abilities_open,Unassigned
12578796.0,abilities_open,Unassigned
12578815.0,abilities_open,Unassigned
12578821.0,abilities_open,Unassigned
12578865.0,abilities_open,Unassigned
12578883.0,abilities_open,Unassigned
12578884.0,abilities_open,Unassigned
12578954.0,abilities_open,Unassigned
12579005.0,abilities_open,Unassigned
12579027.0,abilities_open,Unassigned
12579256.0,abilities_open,Unassigned
12579275.0,abilities_open,Unassigned
12579371.0,abilities_open,Unassigned
12579566.0,abilities_open,Unassigned
12579567.0,abilities_open,Unassigned
12579741.0,abilities_open,Unassigned
12579820.0,abilities_open,Unassigned
12580024.0,abilities_open,Unassigned
12580033.0,abilities_open,Unassigned
12580036.0,abilities_open,Unassigned
12580085.0,abilities_open,Unassigned
12580430.0,abilities_open,Unassigned
12580624.0,abilities_open,Unassigned
12580681.0,abilities_open,Unassigned
12580778.0,abilities_open,Unassigned
12580797.0,abilities_open,Unassigned
12580843.0,abilities_open,Unassigned
12580862.0,abilities_open,Unassigned
12580935.0,abilities_open,Unassigned
12581221.0,abilities_open,Unassigned
12581299.0,abilities_open,Unassigned
12581337.0,abilities_open,Unassigned
12581611.0,abilities_open,Unassigned
12581721.0,abilities_open,Unassigned
12581725.0,abilities_open,Unassigned
12581889.0,abilities_open,Unassigned
12581892.0,abilities_open,Unassigned
12582118.0,abilities_open,Unassigned
12582438.0,abilities_open,Unassigned
12582492.0,abilities_open,Unassigned
12583042.0,abilities_open,Unassigned
12583075.0,abilities_open,Unassigned
12583426.0,abilities_open,Unassigned
12584148.0,abilities_open,Unassigned
12584752.0,abilities_open,Unassigned
12585711.0,abilities_open,Unassigned
12586329.0,abilities_open,Unassigned
12586658.0,abilities_open,Unassigned
12586808.0,abilities_open,Unassigned
12587020.0,abilities_open,Unassigned
12587293.0,abilities_open,Unassigned
12587690.0,abilities_open,Unassigned
12588937.0,abilities_open,Unassigned
12590531.0,abilities_open,Unassigned
12590977.0,abilities_open,Unassigned
12593046.0,abilities_open,Unassigned
12593139.0,abilities_open,Unassigned
12593186.0,abilities_open,Unassigned
12593202.0,abilities_open,Unassigned
12593208.0,abilities_open,Unassigned
12593229.0,abilities_open,Unassigned
12593235.0,abilities_open,Unassigned
12593406.0,abilities_open,Unassigned
12593442.0,abilities_open,Unassigned
12593470.0,abilities_open,Unassigned
12593476.0,abilities_open,Unassigned
12593489.0,abilities_open,Unassigned
12593517.0,abilities_open,Unassigned
12593668.0,abilities_open,Unassigned
12593676.0,abilities_open,Unassigned
12593731.0,abilities_open,Unassigned
12593772.0,abilities_open,Unassigned
12594028.0,abilities_open,Unassigned
12594185.0,abilities_open,Unassigned
12594230.0,abilities_open,Unassigned
12594308.0,abilities_open,Unassigned
12594525.0,abilities_open,Unassigned
12594772.0,abilities_open,Unassigned
12594814.0,abilities_open,Unassigned
12595581.0,abilities_open,Unassigned
12595774.0,abilities_open,Unassigned
12596157.0,abilities_open,Unassigned
12596348.0,abilities_open,Unassigned
12596380.0,abilities_open,Unassigned
12596742.0,abilities_open,Unassigned
12597030.0,abilities_open,Unassigned
12597563.0,abilities_open,Unassigned
12597777.0,abilities_open,Unassigned
12597793.0,abilities_open,Unassigned
12597815.0,abilities_open,Unassigned
12597880.0,abilities_open,Unassigned
12597953.0,abilities_open,Unassigned
12598064.0,abilities_open,Unassigned
12598072.0,abilities_open,Unassigned
12598182.0,abilities_open,Unassigned
12598277.0,abilities_open,Unassigned
12598363.0,abilities_open,Unassigned
12598455.0,abilities_open,Unassigned
12598471.0,abilities_open,Unassigned
12598537.0,abilities_open,Unassigned
12598750.0,abilities_open,Unassigned
12599073.0,abilities_open,Unassigned
12599076.0,abilities_open,Unassigned
12599084.0,abilities_open,Unassigned
12599180.0,abilities_open,Unassigned
12599289.0,abilities_open,Unassigned
12599311.0,abilities_open,Unassigned
12599371.0,abilities_open,Unassigned
12599530.0,abilities_open,Unassigned
12599559.0,abilities_open,Unassigned
12599673.0,abilities_open,Unassigned
12599734.0,abilities_open,Unassigned
12599787.0,abilities_open,Unassigned
12599793.0,abilities_open,Unassigned
12599963.0,abilities_open,Unassigned
12600005.0,abilities_open,Unassigned
12600107.0,abilities_open,Unassigned
12600135.0,abilities_open,Unassigned
12600178.0,abilities_open,Unassigned
12600191.0,abilities_open,Unassigned
12600249.0,abilities_open,Unassigned
12600291.0,abilities_open,Unassigned
12600618.0,abilities_open,Unassigned
12600717.0,abilities_open,Unassigned
12600722.0,abilities_open,Unassigned
12600725.0,abilities_open,Unassigned
12600739.0,abilities_open,Unassigned
12600741.0,abilities_open,Unassigned
12600784.0,abilities_open,Unassigned
12600789.0,abilities_open,Unassigned
12600797.0,abilities_open,Unassigned
12600819.0,abilities_open,Unassigned
12600821.0,abilities_open,Unassigned
12600843.0,abilities_open,Unassigned
12600861.0,abilities_open,Unassigned
12600912.0,abilities_open,Unassigned
12600935.0,abilities_open,Unassigned
12600958.0,abilities_open,Unassigned
12600983.0,abilities_open,Unassigned
12600991.0,abilities_open,Unassigned
12600993.0,abilities_open,Unassigned
12601025.0,abilities_open,Unassigned
12601086.0,abilities_open,Unassigned
12601189.0,abilities_open,Unassigned
12601225.0,abilities_open,Unassigned
12601317.0,abilities_open,Unassigned
12601420.0,abilities_open,Unassigned
12601581.0,abilities_open,Unassigned
12601763.0,abilities_open,Unassigned
12601772.0,abilities_open,Unassigned
12601812.0,abilities_open,Unassigned
12601911.0,abilities_open,Unassigned
12602067.0,abilities_open,Unassigned
12602109.0,abilities_open,Unassigned
12602156.0,abilities_open,Unassigned
12602224.0,abilities_open,Unassigned
12602254.0,abilities_open,Unassigned
12602293.0,abilities_open,Unassigned
12602297.0,abilities_open,Unassigned
12602482.0,abilities_open,Unassigned
12602541.0,abilities_open,Unassigned
12602806.0,abilities_open,Unassigned
12602851.0,abilities_open,Unassigned
12602956.0,abilities_open,Unassigned
12603258.0,abilities_open,Unassigned
12603759.0,abilities_open,Unassigned
12603813.0,abilities_open,Unassigned
12604183.0,abilities_open,Unassigned
12606600.0,abilities_open,Unassigned
12608446.0,abilities_open,Unassigned
12612133.0,abilities_open,Unassigned
12612819.0,abilities_open,Unassigned
12613740.0,abilities_open,Unassigned
12613786.0,abilities_open,Unassigned
12614272.0,abilities_open,Unassigned
12614327.0,abilities_open,Unassigned
12614359.0,abilities_open,Unassigned
12614455.0,abilities_open,Unassigned
12614521.0,abilities_open,Unassigned
12614843.0,abilities_open,Unassigned
12615438.0,abilities_open,Unassigned
12617384.0,abilities_open,Unassigned
12617475.0,abilities_open,Unassigned
12618144.0,abilities_open,Unassigned
12618248.0,abilities_open,Unassigned
12618270.0,abilities_open,Unassigned
12618371.0,abilities_open,Unassigned
12618435.0,abilities_open,Unassigned
12618505.0,abilities_open,Unassigned
12618556.0,abilities_open,Unassigned
12618956.0,abilities_open,Unassigned
12619096.0,abilities_open,Unassigned
12619269.0,abilities_open,Unassigned
12619658.0,abilities_open,Unassigned
12619680.0,abilities_open,Unassigned
12619926.0,abilities_open,Unassigned
12621444.0,abilities_open,Unassigned
12621446.0,abilities_open,Unassigned
12621463.0,abilities_open,Unassigned
12621497.0,abilities_open,Unassigned
12621682.0,abilities_open,Unassigned
12621715.0,abilities_open,Unassigned
12621723.0,abilities_open,Unassigned
12623321.0,abilities_open,Unassigned
12623578.0,abilities_open,Unassigned
12623849.0,abilities_open,Unassigned
12626696.0,abilities_open,Unassigned
12629415.0,abilities_open,Unassigned
12629532.0,abilities_open,Unassigned
12630764.0,abilities_open,Unassigned
12631315.0,abilities_open,Unassigned
12632306.0,abilities_open,Unassigned
12632760.0,abilities_open,Unassigned
12632805.0,abilities_open,Unassigned
12633166.0,abilities_open,Unassigned
12633678.0,abilities_open,Unassigned
12593346,abilities_open,Unassigned
12554604,abilities_open,Unassigned
12524924,abilities_open,Unassigned
12554141,abilities_open,Unassigned
12600902,abilities_open,Unassigned
12523408,abilities_open,Helping Others
12523544,abilities_open,Helping Others
12524246,abilities_open,Unassigned
12525199,abilities_open,Unassigned
12525401,abilities_open,Unassigned
12525419,abilities_open,Unassigned
12525772,abilities_open,Unassigned
12527084,abilities_open,Unassigned
12527270,abilities_open,Unassigned
12536981,abilities_open,Unassigned
12537277,abilities_open,Unassigned
12537474,abilities_open,Unassigned
12537900,abilities_open,Unassigned
12539903,abilities_open,Unassigned
12540293,abilities_open,Unassigned
12542630,abilities_open,Unassigned
12542673,abilities_open,Unassigned
12542934,abilities_open,Unassigned
12543093,abilities_open,Unassigned
12544094,abilities_open,Unassigned
12544442,abilities_open,Unassigned
12548678,abilities_open,Unassigned
12549822,abilities_open,Unassigned
12550304,abilities_open,Unassigned
12550693,abilities_open,Unassigned
12553811,abilities_open,Unassigned
12553814,abilities_open,Unassigned
12553818,abilities_open,Unassigned
12553819,abilities_open,Unassigned
12553820,abilities_open,Unassigned
12553837,abilities_open,Unassigned
12553911,abilities_open,Unassigned
12553949,abilities_open,Unassigned
12553956,abilities_open,Unassigned
12553972,abilities_open,Unassigned
12554021,abilities_open,Unassigned
12554026,abilities_open,Unassigned
12554031,abilities_open,Unassigned
12554043,abilities_open,Unassigned
12554057,abilities_open,Unassigned
12554066,abilities_open,Unassigned
12554067,abilities_open,Unassigned
12554077,abilities_open,Unassigned
12554090,abilities_open,Unassigned
12554138,abilities_open,Unassigned
12554152,abilities_open,Unassigned
12554192,abilities_open,Unassigned
12554195,abilities_open,Unassigned
12554200,abilities_open,Unassigned
12554210,abilities_open,Unassigned
12554237,abilities_open,Unassigned
12554299,abilities_open,Unassigned
12554302,abilities_open,Unassigned
12554312,abilities_open,Unassigned
12554465,abilities_open,Unassigned
12554558,abilities_open,Unassigned
12554569,abilities_open,Unassigned
12554620,abilities_open,Unassigned
12554680,abilities_open,Unassigned
12554727,abilities_open,Unassigned
12554732,abilities_open,Unassigned
12554797,abilities_open,Unassigned
12554864,abilities_open,Unassigned
12554893,abilities_open,Unassigned
12554916,abilities_open,Unassigned
12554956,abilities_open,Unassigned
12554968,abilities_open,Unassigned
12555147,abilities_open,Unassigned
12555211,abilities_open,Unassigned
12555216,abilities_open,Unassigned
12555255,abilities_open,Unassigned
12555301,abilities_open,Unassigned
12555469,abilities_open,Unassigned
12555517,abilities_open,Unassigned
12555576,abilities_open,Unassigned
12555639,abilities_open,Unassigned
12555648,abilities_open,Unassigned
12555778,abilities_open,Unassigned
12555936,abilities_open,Unassigned
12556024,abilities_open,Unassigned
12556057,abilities_open,Unassigned
12556078,abilities_open,Unassigned
12556133,abilities_open,Unassigned
12556173,abilities_open,Unassigned
12556261,abilities_open,Unassigned
12556290,abilities_open,Unassigned
12556300,abilities_open,Unassigned
12556384,abilities_open,Unassigned
12556676,abilities_open,Unassigned
12556705,abilities_open,Unassigned
12556936,abilities_open,Unassigned
12557213,abilities_open,Unassigned
12557270,abilities_open,Unassigned
12557395,abilities_open,Unassigned
12557509,abilities_open,Unassigned
12557657,abilities_open,Unassigned
12557815,abilities_open,Unassigned
12557905,abilities_open,Unassigned
12558048,abilities_open,Unassigned
12558285,abilities_open,Unassigned
12558367,abilities_open,Unassigned
12558371,abilities_open,Unassigned
12558373,abilities_open,Unassigned
12558383,abilities_open,Unassigned
12558415,abilities_open,Unassigned
12558441,abilities_open,Unassigned
12558710,abilities_open,Unassigned
12558730,abilities_open,Unassigned
12558786,abilities_open,Unassigned
12559252,abilities_open,Unassigned
12559552,abilities_open,Unassigned
12559712,abilities_open,Unassigned
12560127,abilities_open,Unassigned
12560130,abilities_open,Unassigned
12560167,abilities_open,Unassigned
12560188,abilities_open,Unassigned
12560206,abilities_open,Unassigned
12560241,abilities_open,Unassigned
12560333,abilities_open,Unassigned
12560383,abilities_open,Unassigned
12560401,abilities_open,Unassigned
12560528,abilities_open,Unassigned
12560880,abilities_open,Unassigned
12560881,abilities_open,Unassigned
12560994,abilities_open,Unassigned
12561120,abilities_open,Unassigned
12561188,abilities_open,Unassigned
12561485,abilities_open,Unassigned
12561754,abilities_open,Unassigned
12561781,abilities_open,Unassigned
12561887,abilities_open,Unassigned
12562212,abilities_open,Unassigned
12562445,abilities_open,Unassigned
12563489,abilities_open,Unassigned
12564180,abilities_open,Unassigned
12564661,abilities_open,Unassigned
12564820,abilities_open,Unassigned
12564872,abilities_open,Unassigned
12565098,abilities_open,Unassigned
12565232,abilities_open,Unassigned
12566405,abilities_open,Unassigned
12567237,abilities_open,Unassigned
12568366,abilities_open,Unassigned
12568373,abilities_open,Unassigned
12568520,abilities_open,Unassigned
12568852,abilities_open,Unassigned
12568897,abilities_open,Unassigned
12569139,abilities_open,Unassigned
12569172,abilities_open,Unassigned
12569307,abilities_open,Unassigned
12569810,abilities_open,Unassigned
12570098,abilities_open,Unassigned
12570424,abilities_open,Unassigned
12573391,abilities_open,Unassigned
12575712,abilities_open,Unassigned
12577636,abilities_open,Unassigned
12578720,abilities_open,Unassigned
12578724,abilities_open,Unassigned
12578755,abilities_open,Unassigned
12578757,abilities_open,Unassigned
12578771,abilities_open,Unassigned
12578796,abilities_open,Unassigned
12578815,abilities_open,Unassigned
12578821,abilities_open,Unassigned
12578865,abilities_open,Unassigned
12578883,abilities_open,Unassigned
12578884,abilities_open,Unassigned
12578954,abilities_open,Unassigned
12579005,abilities_open,Unassigned
12579027,abilities_open,Unassigned
12579256,abilities_open,Unassigned
12579275,abilities_open,Unassigned
12579371,abilities_open,Unassigned
12579566,abilities_open,Unassigned
12579567,abilities_open,Unassigned
12579741,abilities_open,Unassigned
12579820,abilities_open,Unassigned
12580024,abilities_open,Unassigned
12580033,abilities_open,Unassigned
12580036,abilities_open,Unassigned
12580085,abilities_open,Unassigned
12580430,abilities_open,Unassigned
12580624,abilities_open,Unassigned
12580681,abilities_open,Unassigned
12580778,abilities_open,Unassigned
12580797,abilities_open,Unassigned
12580843,abilities_open,Unassigned
12580862,abilities_open,Unassigned
12580935,abilities_open,Unassigned
12581221,abilities_open,Unassigned
12581299,abilities_open,Unassigned
12581337,abilities_open,Unassigned
12581611,abilities_open,Unassigned
12581721,abilities_open,Unassigned
12581725,abilities_open,Unassigned
12581889,abilities_open,Unassigned
12581892,abilities_open,Unassigned
12582118,abilities_open,Unassigned
12582438,abilities_open,Unassigned
12582492,abilities_open,Unassigned
12583042,abilities_open,Unassigned
12583075,abilities_open,Unassigned
12583426,abilities_open,Unassigned
12584148,abilities_open,Unassigned
12584752,abilities_open,Unassigned
12585711,abilities_open,Unassigned
12586329,abilities_open,Unassigned
12586658,abilities_open,Unassigned
12586808,abilities_open,Unassigned
12587020,abilities_open,Unassigned
12587293,abilities_open,Unassigned
12587690,abilities_open,Unassigned
12588937,abilities_open,Unassigned
12590531,abilities_open,Unassigned
12590977,abilities_open,Unassigned
12593046,abilities_open,Unassigned
12593139,abilities_open,Unassigned
12593186,abilities_open,Unassigned
12593202,abilities_open,Unassigned
12593208,abilities_open,Unassigned
12593229,abilities_open,Unassigned
12593235,abilities_open,Unassigned
12593406,abilities_open,Unassigned
12593442,abilities_open,Unassigned
12593470,abilities_open,Unassigned
12593476,abilities_open,Unassigned
12593489,abilities_open,Unassigned
12593517,abilities_open,Unassigned
12593668,abilities_open,Unassigned
12593676,abilities_open,Unassigned
12593731,abilities_open,Unassigned
12593772,abilities_open,Unassigned
12594028,abilities_open,Unassigned
12594185,abilities_open,Unassigned
12594230,abilities_open,Unassigned
12594308,abilities_open,Unassigned
12594525,abilities_open,Unassigned
12594772,abilities_open,Unassigned
12594814,abilities_open,Unassigned
12595581,abilities_open,Unassigned
12595774,abilities_open,Unassigned
12596157,abilities_open,Unassigned
12596348,abilities_open,Unassigned
12596380,abilities_open,Unassigned
12596742,abilities_open,Unassigned
12597030,abilities_open,Unassigned
12597563,abilities_open,Unassigned
12597777,abilities_open,Unassigned
12597793,abilities_open,Unassigned
12597815,abilities_open,Unassigned
12597880,abilities_open,Unassigned
12597953,abilities_open,Unassigned
12598064,abilities_open,Unassigned
12598072,abilities_open,Unassigned
12598182,abilities_open,Unassigned
12598277,abilities_open,Unassigned
12598363,abilities_open,Unassigned
12598455,abilities_open,Unassigned
12598471,abilities_open,Unassigned
12598537,abilities_open,Unassigned
12598750,abilities_open,Unassigned
12599073,abilities_open,Unassigned
12599076,abilities_open,Unassigned
12599084,abilities_open,Unassigned
12599180,abilities_open,Unassigned
12599289,abilities_open,Unassigned
12599311,abilities_open,Unassigned
12599371,abilities_open,Unassigned
12599530,abilities_open,Unassigned
12599559,abilities_open,Unassigned
12599673,abilities_open,Unassigned
12599734,abilities_open,Unassigned
12599787,abilities_open,Unassigned
12599793,abilities_open,Unassigned
12599963,abilities_open,Unassigned
12600005,abilities_open,Unassigned
12600107,abilities_open,Unassigned
12600135,abilities_open,Unassigned
12600178,abilities_open,Unassigned
12600191,abilities_open,Unassigned
12600249,abilities_open,Unassigned
12600291,abilities_open,Unassigned
12600618,abilities_open,Unassigned
12600717,abilities_open,Unassigned
12600722,abilities_open,Unassigned
12600725,abilities_open,Unassigned
12600739,abilities_open,Unassigned
12600741,abilities_open,Unassigned
12600784,abilities_open,Unassigned
12600789,abilities_open,Unassigned
12600797,abilities_open,Unassigned
12600819,abilities_open,Unassigned
12600821,abilities_open,Unassigned
12600843,abilities_open,Unassigned
12600861,abilities_open,Unassigned
12600912,abilities_open,Unassigned
12600935,abilities_open,Unassigned
12600958,abilities_open,Unassigned
12600983,abilities_open,Unassigned
12600991,abilities_open,Unassigned
12600993,abilities_open,Unassigned
12601025,abilities_open,Unassigned
12601086,abilities_open,Unassigned
12601189,abilities_open,Unassigned
12601225,abilities_open,Unassigned
12601317,abilities_open,Unassigned
12601420,abilities_open,Unassigned
12601581,abilities_open,Unassigned
12601763,abilities_open,Unassigned
12601772,abilities_open,Unassigned
12601812,abilities_open,Unassigned
12601911,abilities_open,Unassigned
12602067,abilities_open,Unassigned
12602109,abilities_open,Unassigned
12602156,abilities_open,Unassigned
12602224,abilities_open,Unassigned
12602254,abilities_open,Unassigned
12602293,abilities_open,Unassigned
12602297,abilities_open,Unassigned
12602482,abilities_open,Unassigned
12602541,abilities_open,Unassigned
12602806,abilities_open,Unassigned
12602851,abilities_open,Unassigned
12602956,abilities_open,Unassigned
12603258,abilities_open,Unassigned
12603759,abilities_open,Unassigned
12603813,abilities_open,Unassigned
12604183,abilities_open,Unassigned
12606600,abilities_open,Unassigned
12608446,abilities_open,Unassigned
12612133,abilities_open,Unassigned
12612819,abilities_open,Unassigned
12613740,abilities_open,Unassigned
12613786,abilities_open,Unassigned
12614272,abilities_open,Unassigned
12614327,abilities_open,Unassigned
12614359,abilities_open,Unassigned
12614455,abilities_open,Unassigned
12614521,abilities_open,Unassigned
12614843,abilities_open,Unassigned
12615438,abilities_open,Unassigned
12617384,abilities_open,Unassigned
12617475,abilities_open,Unassigned
12618144,abilities_open,Unassigned
12618248,abilities_open,Unassigned
12618270,abilities_open,Unassigned
12618371,abilities_open,Unassigned
12618435,abilities_open,Unassigned
12618505,abilities_open,Unassigned
12618556,abilities_open,Unassigned
12618956,abilities_open,Unassigned
12619096,abilities_open,Unassigned
12619269,abilities_open,Unassigned
12619658,abilities_open,Unassigned
12619680,abilities_open,Unassigned
12619926,abilities_open,Unassigned
12621444,abilities_open,Unassigned
12621446,abilities_open,Unassigned
12621463,abilities_open,Unassigned
12621497,abilities_open,Unassigned
12621682,abilities_open,Unassigned
12621715,abilities_open,Unassigned
12621723,abilities_open,Unassigned
12623321,abilities_open,Unassigned
12623578,abilities_open,Unassigned
12623849,abilities_open,Unassigned
12626696,abilities_open,Unassigned
12629415,abilities_open,Unassigned
12629532,abilities_open,Unassigned
12630764,abilities_open,Unassigned
12631315,abilities_open,Unassigned
12632306,abilities_open,Unassigned
12632760,abilities_open,Unassigned
12632805,abilities_open,Unassigned
12633166,abilities_open,Unassigned
12633678,abilities_open,Unassigned
